id,book_name,book_publisher,book_author,book_description,book_desc,book_position,dewy_tenth,col_8,book_seriesno,book_seriesname,book_col11,book_access,book_creator,deleted_at,created_at,updated_at
1560,نشرة الثقافة,نشرة شهرية -العدد الثالث والثمانون مايو2013-السنه السادسة,اصدار-مجلس الوزراء,يحتوى على دراسة بالغة العربية فى موضوع الثقافة المتاحة على قاعدة بيانات الدراسات عن مصر خلال مايو 2013 ,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك1-مجلة,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1561,نشرة نهر النيل , نشرة شهرية -العدد الرابع والثمانون يونيو2013-السنه السادسة,اصدار - مجلس الوزراء,يحتوى على دراسة بالغة العربية فى موضوع نهر النيل المتاحة على قاعدة بيانات الدراسات عن مصر خلال 2013,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك2-مجلة,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1562,نشرة الصحة,نشرة شهرية - العدد الخامس والتسعون مايو2014-السنه السابعه,اصدار- مجلس الوزراء,يحتوى على دراسة بالغة العربية فى موضوع الصحة المتاحة على قاعدة بيانات الدراسات عن مصر خلال القترة 2014 م,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك3-مجلة,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1563,نشرة الضرائب ,نشرة شهرية -العدد السادس والتسعون يونيو 2014 -السنه السابعه,اصدار- مجلس الوزراء,يحتوى على دراسة بالغة العربية فى موضوع الضرائب المتاحة على قاعدة بيانات الدراسات عن مصر خلال 2014,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك4-مجلة,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1564,نشرة العلاقات الخارجية ,نشرة شهرية -العدد السابع بعد المائه 2015- السنة الثامنه,اصدار-مجلس الوزراء,يحتوى على دراسة بالغة العربية فى موضوع العلاقات الخارجية المتاحة على قاعدة بيانات الدراسات عن مصر خلال الفترة من 2000 حتى 2014م ,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك5- مجلة,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1565,نشرة الشباب المصرى ,نشرة شهرية -العدد التاسع بعد المائه- السنه يوليو 2015م,اصدار-مجلس الوزراء,يحتوى على دراسة بالغة العربية فى موضوع الشباب المصرى والمتاحة على قاعدة بيانات الدراسات عن مصر خلال الفترة من 2005 حتى 2014م ,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك6-مجلة,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1566,نشرة البيئة,نشرة شهرية العدد الواحد والعشرون بعد المائة- السنه يوليو2016,اصدار-مجلس الوزراء,يحتوى على دراسة بالغة العربية فى موضوع البيئة المتاحة على قاعدة بيانات الدراسات عن مصر خلال الفترة من 2010 حتى 2016م,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك7-مجلة,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1567,نشرة مشكلات الطرق فى مصر ,نشرة شهرية -العدد الثالث والعشرون بعد المائة -السنه سبتمبر2016,اصدار-مجلس الوزراء,يحتوى على دراسة بالغة العربية فى موضوع مشكلات الطرق فى مصر المتاحة على قاعدة بيانات الدراسات عن مصر خلال الفترة من 2005 حتى 2016م ,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك8-مجلة,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1568,نشرة البطالة ,نشرة شهرية - العدد الثالث والثلاثون بعد المائة - السنة يوليو2017,اصدار-مجلس الوزراء,يحتوى على دراسة بالغة العربية فى موضوع البطالة المتاحة على قاعدة بيانات الدراسات عن مصر خلال الفترة من 2010 حتى 2016م ,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك9-مجلة,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1569,نشرة التامينات الاجتماعية ,قضايا واراء- العدد لايوجد- ابرايل 2010-,اصدار-مركز المعلومات ودعم اتخاذ القرار بمجلس الوزراء,يحتوى على دراسات عن التامينا ت الاجتماعية تم نشرها ورصدها من صحف مصرية عديدة من خلال الفترة من 2008 حتى مارس 2010,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك1-كتب,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1570,نشرة ترشيد الطاقة ,قضايا واراء- العدد 97- اكتوبر 2012 ,اصدار-مركز المعلومات ودعم اتخاذ القرار بمجلس الوزراء,يحتوىعلى دراسات عن ترشيد الطاقة ثم نشرها ورصدها من صحف مصرية عديدة من خلال الفترة من يناير 2010وحتى سبتمبر 2012,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك2-كتب,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1571,نشرة تنمية الايداع ,قضايا واراء- العدد 127- يناير 2014 ,اصدار- مركز المعلومات ودعم اتخاذ القرار بمجلس الوزراء,يحتوى على دراسات عن تنمية الايداع تم نشرها ورصدها من صحف مصرية عديدة من خلال الفترة من فبراير 2006 حتى يولية 2011,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك3-كتب,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1572,نشرة الصادرات المصرية ,قضايا واراء- العدد 154 - مارس 2015, اصدار- مركز المعلومات ودعم اتخاذ القراربمجلس الوزراء,يحتوى على دراسات عن الصادرات المصرية تم نشرها ورصدها من صحف مصرية عديدة من خلال الفترة من يناير 2011 حتى يوليو 2014 ,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك4-كتب,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1573,نشرة النمو الاقتصادى ,قضايا واراء- العدد 163- يوليو2015 ,اصدار- مركز المعلومات ودعم اتخاذ القرار بمجلس الوزراء,يحتوى على دراسات عن النمو الاقتصلدى تم نشرها ورصدها من صحف مصرية عديدة من خلال الفترة من يناير 2013 حتى ابريل 2015,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك5-كتب,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1574,نشرة المجتمع الرقمى ,قضايا واراء - العدد 166- سبتمبر 2015 ,اصدار- مركز المعلومات ودعم اتخاذ القرار بمجلس الوزراء,يحتوى على دراسات عن المجتمع الرقمى تم نشرها ورصدها من صحف مصرية عديدة من خلال الفترة منيناير 2013 حت اغسطس 2015,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك6-كتب,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1575,نشرة سوق العمل , قضايا واراء - العدد171 - نوفمبر 2015 ,اصدار- مركز المعلومات ودعم اتخاذ القرار بمجلس الوزراء,يحتوى على دراسات عن سوق العمل تم نشرها ورصدها من صحف مصرية عديدة من خلال الفترة من اغسطس 2001 حتى مايو 2015,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك7-كتب,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1576,نشرة حقوق الانسان,قضايا واراء - العدد183- مايو 2016,اصدار-مركز المعلومات ودعم اتخاذ القرار بمجلس الوزراء,يحتوى على دراسات عت حقوق الانسان تم نشرها ورصدها من صحف مصرية عديدة من خلال الفترة من فبراير 2013 حتى ابريل 2016,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك8-كتب,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1577,تذكار تدشين كنيسة السيدة العذراء والقديس اثناسيوس الرسولى بمدينة نصر نوفمبر 1991م,اصدار-كنيسة السيدة العذراء والقديس اثناسيوس الرسول ,اعداد-كنيسة السيدة العذراء والقديس اثناسيوس الرسولى بمدينة نصر ,يحتوى على نبذة صغيرة تحكى تاريخ نشاة كنيسة السيدة العذراء والقديس اثناسيوس الرسولى بمدينه نصر وظهرات بمناسبة تدشين الكنيسة ,كنائس واديرة,ر17-ك24,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1578,اربعون سنه على تاسيس الكنيسة اربعون عاما من ذكريات الكنيسة مع قداسة البابا شنودة الثالث ,اصدار-كنيسة السيدة العذراء والقديس اثناسيوس الرسول - مدينة نصر,اعداد-كنيسة السيدة العذراء والقديس اثناسيوس الرسولى بمدينة نصر ,يحتوى على نبذة مليئه بالصور عن علاقة كنيسة السيدة العذراء مريم والقديس اثناسيوس الرسولى مدينة نصر بقداسة البابا شنودة الثالث خلال فتره اربعون عاما منذ تاسيس الكنيسة ,كنائس واديرة,ر17-ك25 م1+م2,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1579,كنيسة الملاك ميخائيل شيراتون مصر الجديدة ,اصدار-بطريركية الاقباط الارثوزكس ,ناقص,يحتوى على ذكريات من تاريخ نشاة كنيسة الملاك ميخائيل بمنطقة شيراتون هليوبوليس -مصر الجديدة ومرفق فى نهاية الكتاب صوره من الجريدة الرسمية الصادرة فى 13 ديسمبر 1990م والتى تخص قرار رئيس الجمهورية الخاص باقامة هذة الكنيسة المباركة ,كنائس واديرة,ر17-ك26,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1580,دير السيدة العذراء مريم الحمام  ناصر- بنى سويف ,اصدار-بطريركية الاقباط الارثوذكس ,اعداد-الراهب القس بلاديوس الانبا بيشوى دير القديسة العذراء مريم القيوم ,يحتوى على نبذة مختصرة عن دير القديسة السيدة العذراء مريم الشهير بدير الحمام ومؤسسه القديس الانبا اسحق تلميذ القديس الانبا انطونيوس ,كنائس واديرة,ر17-ك27,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1581,نحو خريطة جديدة للامركزية المالية فى مصر ,اصدار- مركز البحوث والدراسات الاقتصادية والمالية طبعة 2017م*رقم الايداع 5-1-2017,تحرير ا.د.منال متولى *ا.د.خالد زكريا امين *تقديم ا.د.لبنى عبد الطيف *مراجعه فنيه ولغويه د. اسراء عادل ,يحتوى على اللامركزية المالية المفهوم والخبرات الدولية ونظم التحويلات المالية الحكومية واذراة صناديق التنمية المحلية فى مصر والتطلع نحوى تطبيق اللامركزية المالية فى مصر ,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك1,,78-9-9-877-90-4581,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1582,اجنحة الرؤية ,الناشر- مركز الدراسات المستقبيلية *رقم الايداع 3670-2009,تحرير- محمد ابراهيم منصور ,يحتوى على شرح القيم ومفاهيمها وماهيتها وخصائصها وتصنيفها ومصادرها واهميتها والتصور للقيم فى المجتمع المصرى ومنظومة القيم الايجابية واسباب التدهور وتداعياته والتطلع نحو استراتيجية قيمية لتحقيق الرؤية المستقبيلية لمصر ,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك2,,978-977-460-066-1,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1583,القصبجى,مطبعة- الاهرام التجارية - قليوب مصر *رقم الايداع 1997-3568,اعداد-ا.د.ايزيس فتح الله ومحمودكامل ود.السيد النجار وا.د.سعيد رجب ,يحتوى على السيرة الذاتية للموسيقار محمد القصبجى وفهرس اعماله وتصنيفها ,ناقص,ر74-ك1,,977-5802-01-6,2,سلسة قاعدة بيانات اعلام الموسيقى العربية,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1584,القاهرة التاريخية الجمالية ,مطبعة- المتحدة للطباعهوالنشر وتكنولوجيا المعلومات ,رئيس قطاع التخطيط والبحوث والتدريب-محفوظ على ,يحتوى على العدد نشاة القاهرة التاريخية وتطورها والقاهرة التاريخية عبر العصور كما تطرق الى جولة سياحية فى القاهرة التاريخية وحارات واسواق الجمالية والاعمال الفنية والحرفية بالقاهرة التاريخية وتقديم برؤية مستقبيلية لوضع القاهرة التاريخية على الخريطة السياحية الدولية العدد من موسوعة القاهرة التاريخية اهتم بالشوارع الشهيرة شارع المعز لدين الله الفاطمى .شارع الجمالية .وشارع الازهر .وشارع الغورية كما تطرق الكتاب الى القاهرة الفاطمية وقاهرة المعز وابواب قاهرة المعز الثمانية وتطرق الى القاهرة التاريخية عبر العصور الاسلامية فى العصر الفاطمى والايوبى والعصر المملوكى البحرى والعصر المملوكى الجركسى والعصر العثمانى كما تطرق الى القاهرة فى فترة الحملة الفرنسية وعهد محمد على باشا والاسرة العلويه ثم وجهه شرحه الى منطقة الجمالية عبر الزمان وقام بشرح وتوضيح نظرة عامة على المصطلحات المعمارية المختلفة وقام بتسلط الضوء ومدى اهميته السياحسة والاثرية والدبنة كما وجهة الكتاب الضوء على الفتوح وجامع الحاكم بامر الله الفاطمى ومسجد سليمان اغا السلحدار وسبيل وكتاب سليمان اغا السلحدار وبيت مصطفى جعفر وبيت السحيمى والجامع الاقمر وجامع محب الدين ابو الطيب وجامع القاضى عبد الباسط وسبيل وكتاب عبد الرحمن كتخدا وقصر الامير بشتاك وسبيل وكتاب محمد على باشا بالنحاسين وحمام السلطان اينال والمدرسة الكاملية وقاعة عثمان كتخدا ومسجد وخانقاة وضريح السلطان برقوق ومسجد ومدرسة الناصر محمدبن قلاوون ومدرسة الظاهر بيبرس وجامع الجوهرى ومعبد موسى بن ميمون كما   تطرق الى تاريخ كنيسة السيدة العذراء بحارة زويلة وشرح تاريخى لشارع الجمالية واهم ما تطرق الى وصف لاريخ منطقة الحسين ومسجد الحسين ووصف لمنطقة خان الخليلى وشارع الازهر وجامع الازهر ومدارسه وتطرق الى وصف شارع الغورية واهم معالمه ومنها سبيل محمد على باشا بالعقادين وكنيسة العذراء المغيثة بحارة الروم وصف تاريخى لها ووصف تاريخى لحمام زويلة وباب زويلة الكتاب احتوى على عشرات الصور التوثيقية ,ناقص,ر74-ك2,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1585,مختارات من التراث المصرى ايقونات المتحف القبطى ,مطبعة-الدولية-اصدار-وزارة  الثقافة صندوق التنمية الثقافية *رقم الايداع 18743-2000م,اعداد - فريق عمل مشترك من كل من التحف القبطى ومركز المعلومات ودعم اتخاذ القرار بمجلس الوزارة ,يحتوى على تاريخ تاسيس المتحف القبطى ثم تناول مختارات من ايقونات المتحف الفبطى وقام بوصفها باللغه العربية والانجليزيه والفرنسية ,ناقص,ر74-ك3,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1586,مختارات من التراث المصرى روائع خزف العصر العثمانى ,مطبعة-الاهرام التجارية - قليوب مصر ,اعداد- فريق عمل مشترك من كل من مركز المعلومات ودعم اتخاذ القرار بمجلس الوزراء وقطاع الفنون التشكيلية بوزارة الثقافة ,يحتوى على صور خزفية من العصر العثمانى ووصفها باللغه العربية والانجليزية والفرنسية ,ناقص,ر74-ك4,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1587, الاثار القبطية بالقاهرة,اصدار-مجلس الوزراء مركز المعلومات ودعم اتخاذ القرار *وزارة الثقافة المجلس الاعلى للاثار ,,يحتوى على الاثار القبطية بالقاهرة cd,ناقص,ر74-كcd1,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1588,حتشبسوت,اصدار-مجلس الوزراء مركز المعلومات ودعم اتخاذ القرار *وزارة الثقافة المجلس الاعلى للاثار ,,يحتوى على حتشبسوت cd,ناقص,ر74-كcd2,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1589, دندرة,اصدار-مجلس الوزراء مركز المعلومات ودعم اتخاذ القرار *وزارة الثقافة المجلس الاعلى للاثار ,,يحتوى على دندرة cd,ناقص,ر74-كcd3,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1590,روائع مقتنيات المتحف القبطى بالقاهرة ,اصدار-مجلس الوزراء مركز المعلومات ودعم اتخاذ القرار *وزارة الثقافة المجلس الاعلى للاثار ,,يحتوى على روائع مقتنيات المتحف القبطى بالقاهرة cd,ناقص,ر74-كcd4,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1591,cd القلعة,اصدار-مجلس الوزراء مركز المعلومات ودعم اتخاذ القرار *وزارة الثقافة المجلس الاعلى للاثار ,,يحتوى على القلعة cd,ناقص,ر74-كcd5,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1592,متحف الفن الاسلامى ,اصدار-مجلس الوزراء مركز المعلوامات ودعم اتخاذ القرار *وزارة الثقافة المجلس الاعلى للاثار ,,يحتوى على متحف الفن لاسلامى cd,ناقص,ر74-كcd6,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1593,نشرات الدراسات ونشرات قضايا واراء,مختارات من اصدرات المركز*مجلس الوزراء مركز المعلومات ودعم اتخاذ القرار,,يحتوى على نشرات الدراسات -ونشرات قضايا واراء,ناقص,ر74-كcd7,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1594,الشهيد بيشوى القمص دانيال حبيب,,,يحتوى على سيرة الشهيد بيشوى القمص دانيال والذى استشهد فى حادث تفجير الكنيسة فى طنطا,ارشيف الاقراص المدمجة,ر68-كcd10,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1595,تاريخ انتشار الديانه المسيحية,مطبعة -شركه هارمونى للطباعة *رقم الايداع 13863-2004,تاليف-المتنيح القس منسى يوحنا تنسيق وتعليق -دياكون د.ميخائيل مكسى اسكندر ,يحتوى على تاريخ انتشار الديانه المسيحية واسباب الاضطهاد الاولى ونماذج من تجارب الشهداء وسير لبعض الشهداء القدماء الكتاب من تاليف المتنيح القس يوحنا 1899-1930 وقامت مكتبة المحبه بنشره ووضعت فى مقدمته نبذه سريعه مختصرة عن حياة القس منسى يوحنا والكتاب يعتبر من ضمن سلسلة كتابات القس منسى والتى يستكمل به الشهير تاريخ الكنيسة القبطية ,تاريخ بطاركة الكنيسة ,ر2-ك14,,977-12-0785-7,,,سعره 5.50,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1596,ذكرى الاربعين للشماس نعيم حبيب ميخائيل ,اصدار-كنيسة القديس العظيم مارمرقس بمصر الجديدة - 17 يناير 2003,اعداد- الاسرة ,يحتوى على الذكرى الاربعين للشماس نعيم حبيب ميخائيل احد كبار الشمامسه والخدام بكنيسة مارمرقس القبطية الارثوذكسية بمصر الجديدة تم وضع التذكره داخل حافظة لسهوله العثور عليها ,تراجم علمانيون,ر10-ك81,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1597,مركز المعلومات ودعم اتخاذ القرار خلال عام 2007م ,اصدار-مجلس الوزراء المصرى مركز المعلومات ودعم اتخاذ القرار,رئيس مركز المعلومات-ماجد عثمان ,يحتوى على اسهامات المركز فى دعم حهود التنمية والدور التنويرى للمركز وتوطيد العلاقات مع المؤسسات الحكومية والنظمات الدولية وتطوير الاداء الداخلى مرفق فى نهاية التقرير -عادى ,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك3,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1598,اهم الاحداث العالمية والاقليمية والمحلية ,اصدار-مجلس الوزراء المصرى مركز المعلومات ودعم اتخاذ القرار- 2006م,ناقص,يحتوى على ابرز الاحداث السياسية والاقتصادية والاجتماعية والثقافية والرياضية وابرز الكوارث والازمات خلال عام 2006 *التقرير السنوى لاهم الاحداث العالمية والاقليمية والمحلية ,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك4,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1599,التقرير السنوى لاهم الاحداث المحلية السياسية والاقتصادية والاجتماعية , اصدار-مجلس الوزراء المصرى مركز المعلومات ودعم اتخاذ القرار,ناقص,يحتوى على ابرز الاحداث السياسية والاقتصادية والاجتماعية والثقافية والرياضية وابرز الكوارث والازمات خلال عام 2007*التقرير السنوى لاهم الاحداث العالمية والاقليمية والمحلية ,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك5,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1600,جريدة وطنى الاحد 29 ابريل 2012م,اصدار-وطنى - اصدار اول السنه54-العدد2627-اصدار ثان السنه12-العدد593,رئيس مجلس الادارة-يوسف سيدهم ,يحتوى على ملحمة مصرية فى تابين البابا شنودة -ثلاث ايام للاحتفال بذكرى الاربعين ... والقوات المسلحة تشارك فى التنظيم,مناسبات كنسية,ر22-ك3جريدة,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1601,جريدة وطنى الاحد 24نوفمبر2013,اصدار- وطنى ,رئيس مجلس الادارة -يوسف سيدهم ,يحتوى على ملحق خاص بمناسبة مرور عام على تجليس قداسة البابا المعظم الانبا تواضروس الثانى - صوت الله فى عام ,مناسبات كنسية,ر21-ك11,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1602,جريدة وطنى الاحد17نوفمبر2013,اصدار- وطنى,رئيس مجلس الادارة- يوسف سيدهم ,يحتوى على ملحق بمناسبة اليوبيل الذهبى لاسقفية الخدمات العامة والاجتماعية والمسكونية ,مناسبات كنسية,ر21-ك12,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1603,the history of LONDON,طبعة سنه 1893م,WALTER BESANT,يحتوى على تاريخ لندن ومحلى بالعديد من الصور القيمه للحياة المختلفة بالندن واهم المعالم واشهر الشخصيات ,تاريخ الدول ايران- الاتحاد السوفيتى ,ر47-ك21,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1604,نشرات وباء الانفلونزا العالمى الى اين؟,مطبعة- مركز المعلومات ودعم اتخاذ القرار - تقرير شهرى السنه الثالثة -العدد35 -نوفمبر 2009م*رقم الايداع 2007-12793,رئيس المركز- ماجد عثمان ,يحتوى على وباء الانفلونزا العالمى الى اين ؟,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك1,,1687-6385,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1605,نشرة قضايا مستقبلية -وقائع المثقف فى مصر ومستقبلية,مطبعة-مركز المعلومات ودعم اتخاذ القرار -العدد13اكتوبر 2009-ربع سنوية,اعداد- د.شيرين ابو النجا ,يحتوى على قضايا مستقبلية-واقع المثقف فى مصر ومستقبله,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك2,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1606,تقارير معلوماتية -مصر على طريق الديمقراطية - استفتاء 2011,مطبعة-مركز المعلومات ودعم اتخاذ القرار-تقرير شهرى -السنه الخامسه -العدد52-ابريل 2011م* رقم الايداع2007-12793,القائم باعمال رئيس المركز-د.محمد رمضان,يحتوى على مصر على طريق الديمقراطية -استفتاء 2011,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك3,,1687-6385,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1607,تقاريرمعلوماتية - المسؤولية الاجتماعية للشركات ودورها فى التنمية,مطبعة-مركز المعلومات ودعم اتخاذ القرار -تقرير شهرى -السنه الخامسة -العدد57- سبتمبر 2011م*رقم الايداع2007-12793,رئيس المركز-م.هانى محمود,يحتوى على المسؤولية الاجتماعية للشركات ودورها فى التنمية ,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك4,,1687-6385,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1608,تقاريرمعلوماتية-البحث العلمى فى مصر...هل يكفل التقدم المنشود؟,مطبعة-مركز المعلومات ودعم اتخاذ القرار -تقرير شهرى -السنه الخامسه -العدد59-نوفمبر 2011م*رقم الايداع 2007-12793,رئيس المركز -د.حاتم القاضى ,يحتوى على البحث العلمى فى مصر - هل يكفل التقدم المنشود ؟,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك5,,1687-6385,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1609,تقارير معلوماتية - ملامح نمط انفاق الاسرة المصرية ,مطبعة-مركز المعلومات ودعم اتخاذ القرار -تقرير شهرى -السنه الخامسه - العدد58- اكتوبر 2011م*رقم الايداع 2007-12793,رئيس المركز -م.هانى محمود,يحتوى على ملامح نمط انفاق الاسرة المصرية ,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك6,,1687-6385,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1610,تقارير معلوماتية -التلوث خطر يهدد صحة المصريين,مطبعة-مركز المعلومات ودعم اتخاذ القرار - تقرير شهرى -السنه الخامسه -العدد60 - ديسمبر 2011م*رقم الايداع 2007-12793,رئيس المركز-د.حاتم القاضى ,يحتوى على التلوث خطر يهدد صحة المصريين,اهداءات مجلس الوزارة مركز المعلومات ودعم اتخاذ القرار,ر73-ك7,,1687-6385,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1611,القس بولس بشرى,اصدار-كنيسة الشهيد العظيم مارجرجس والانبا ابرام-مصر الجديدة ,اعداد-كنيسة الشهيد العظيم مارجرجس والانبا ابرام مصر الجديدة ,يحتوى على  تذكار الاربعين لنياحة القس بولس بشرى كاهن الكنيسة 7-9-2009نبذة بالصور عن القس بولس بشرى وتم وضع عدد2 صورة مهداه مع النبذه,تراجم كهنة ورهبان وراهبات,ر9-ك109  ,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1612,ابونا موسى وهيب,اصدار- بطريركية الاقباط الارثوذكس كنيسة السيدة العذراء بالنزهة الجديدة ,اعداد-كنيسة السيدة العذراء بالنزهة الجديدة,يحتوى على نبذه محلاه بالصور لرسامه ابونا موسى وهيب كاهنا على كنيسة السيدة العذراء بالنزهة الجديدة ,تراجم كهنة ورهبان وراهبات,ر9-ك110   ,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
1613,تاريخ دير وكنيسة الشهيد العظيم مارجرجس بكوتسيكا ,مطبعة-فيكتور كيرلس الناشر-كنيسة مارجرجس بكوتسيكا- طبعة اولى ابريل 1991م *رقم الايداع 3597-1991,اعداد-د.مجدى عزيز صليب ,يحتوى على دير طرة وحياة القديس ارسانيوس فى طرة كما تناول الكتاب تاريخ دير وكنيسة مارجرجس بطرة كوتسيكا الحالى هذا وقد احتوى الكتاب على صور مختلفة لايقونات داخل الدير ,كنائس واديرة,ر17-ك28,,,,,,1,NULL,NULL,2020-02-26 16:45:47,0000-00-00 00:00:00
